"vector_train","vector_validation","vector_diff","vector_aic"
0.73777676584114,0.698067501360893,0.0397092644802473,3568.71862355627
0.731592240132563,0.685776498950131,0.0458157411824324,3598.10536088577
0.732431772749017,0.70519869352205,0.0272330792269677,3597.31309956895
0.739480661000758,0.743767011431659,-0.00428635043090042,3566.55683512029
0.725159883646025,0.689427638230013,0.0357322454160119,3631.49600421267
0.742034395538858,0.657963294190827,0.0840711013480309,3541.34123167477
0.733338767807859,0.699160121315809,0.0341786464920496,3598.47585344847
0.74334101187105,0.713737460144647,0.0296035517264029,3549.06165229605
0.719087326852254,0.708418228478085,0.0106690983741687,3656.78511319416
0.735492412583431,0.726506726806111,0.00898568577731962,3592.7657927338
0.743233727848072,0.721020297068186,0.0222134307798866,3548.70617266159
0.739718185016685,0.699342872696139,0.0403753123205456,3564.92750127924
0.72757026049404,0.709588614977826,0.0179816455162134,3629.06342258913
0.732695063670024,0.724675324675319,0.00801973899470454,3603.67407683825
0.735270348710553,0.734127848199689,0.00114250051086418,3583.89553489139
0.734118802298033,0.760486818570646,-0.0263680162726133,3590.11960983154
0.739637604877162,0.727576016797565,0.0120615880795963,3565.21188337115
0.737029525593798,0.70331285480985,0.0337166707839485,3581.30104176149
0.726164324454993,0.694070300956515,0.0320940234984786,3630.78037015913
0.73119683526187,0.689233221867932,0.0419636133939376,3603.08518265122
0.736655202736354,0.747492028929142,-0.0108368261927887,3575.86325065534
0.729233397094714,0.715125592969891,0.0141078041248236,3612.78196137644
0.723550154812252,0.745820048215243,-0.0222698934029907,3638.03043708727
0.729095661274824,0.743479275215784,-0.0143836139409597,3618.16970672248
0.722450610699074,0.766572050703777,-0.0441214400047022,3642.06796765222
0.733712153686942,0.730107317831854,0.00360483585508786,3582.41627378431
0.72558761427037,0.682560852321323,0.043026761949047,3634.49055484219
0.730319823510755,0.733980091764512,-0.00366026825375743,3605.98791677745
0.735432445967971,0.682175907924405,0.0532565380435656,3589.96631512232
0.734940063836336,0.76113228089273,-0.0261922170563942,3585.6233292115
0.731632998691511,0.707201182051464,0.0244318166400476,3615.35589268142
0.741089452856166,0.729030251185931,0.0120592016702349,3561.33789989363
0.732615888998045,0.715856598491328,0.0167592905067168,3595.58834634087
0.730395250269264,0.751998600202172,-0.021603349932908,3622.03200038098
0.723501900426373,0.692433315187798,0.031068585238575,3632.36381302927
0.734433627029202,0.770553697799198,-0.0361200707699956,3595.2138973314
0.73396748029183,0.765067268061262,-0.0310997877694316,3590.21767081899
0.733087657605615,0.696632708608745,0.0364549489968693,3585.16177100426
0.729715940953496,0.736989657049523,-0.00727371609602701,3611.86297673255
0.723543595963683,0.796418850610458,-0.0728752546467747,3641.59269074027
0.734218122004887,0.754265494984023,-0.0200473729791362,3593.07395245735
0.73840641530348,0.682693055447536,0.0557133598559435,3566.35892997437
0.733504612978741,0.690850766000461,0.0426538469782796,3596.60588059698
0.737848913175368,0.734380589470397,0.00346832370497074,3573.06102610129
0.733042214154839,0.714942841589543,0.0180993725652959,3597.81426877009
0.73641158836104,0.75188195038492,-0.0154703620238802,3579.31959290684
0.726770549458168,0.743654249941658,-0.0168837004834901,3630.53670360794
0.729520580964065,0.80148145267904,-0.0719608717149751,3615.69100746842
0.732428493324734,0.691426238432209,0.0410022548925252,3594.12046363003
0.726503042134512,0.746045571195242,-0.0195425290607292,3624.4569351129
0.72880847740547,0.743105995800593,-0.0142975183951237,3618.35391203735
0.72467452885214,0.710743448168585,0.0139310806835554,3630.89185456829
0.72978199792834,0.746733805117023,-0.0169518071886827,3618.53496247833
0.730055595611383,0.729881794851839,0.000173800759544096,3613.21216379413
0.731150923321905,0.688700521035837,0.0424504022860677,3601.69812334086
0.731963752054913,0.722214013531362,0.00974973852355121,3594.90428673493
0.726283789196731,0.700314954506574,0.0259688346901576,3630.00559795373
0.739823595082925,0.733948985146577,0.00587460993634814,3572.03053821744
0.731128904330293,0.763889104907043,-0.0327602005767501,3606.98227021736
0.728388242608063,0.714612333773995,0.0137759088340677,3626.46280168504
0.742682784568527,0.678256474064845,0.064426310503682,3550.68059354737
0.730841720460939,0.677537133525157,0.053304586935782,3609.72292452522
0.725277942920216,0.787767322497845,-0.0624893795776286,3638.3836789236
0.735494286540166,0.717505249241756,0.0179890372984093,3589.71134202292
0.730971960453891,0.755050937086859,-0.024078976632968,3616.51564962228
0.726359684444426,0.740119760479019,-0.0137600760345927,3626.73715255543
0.727750628829607,0.789338206703462,-0.0615875778738552,3619.87817736441
0.741450189527299,0.640500816548722,0.100949372978576,3566.73051568292
0.727007604984912,0.713819115016727,0.0131884899681848,3622.98595468921
0.728323122611582,0.735562640951852,-0.00723951834026915,3628.66486701462
0.732080405861548,0.699362314332362,0.0327180915291863,3605.76310469209
0.738576476877015,0.657127303833875,0.0814491730431395,3567.15497963023
0.732851539057242,0.696815459989096,0.0360360790681454,3607.19474663102
0.738204496465484,0.717874640329714,0.0203298561357702,3571.5022369961
0.721737101672927,0.728345905591406,-0.00660880391847896,3649.36816103225
0.732222358084088,0.711038961038943,0.0211833970451444,3599.10004473838
0.725712700882306,0.736402519636033,-0.0106898187537264,3629.4381461711
0.736862274955364,0.721514114627875,0.015348160327489,3580.25783907801
0.737274076947472,0.721875729061352,0.0153983478861194,3580.95715896858
0.731035206493635,0.711007854421022,0.0200273520726132,3611.85877935829
0.72457333518855,0.733389066023782,-0.00881573083523246,3645.71969048624
0.732577472885019,0.70085932032038,0.0317181525646381,3597.8799928121
0.729685489156583,0.735932032039796,-0.00624654288321302,3610.78233504729
0.728610306480939,0.694921844622433,0.0336884618585054,3613.21525803512
0.73540105719269,0.714095186250865,0.0213058709418249,3588.2532119822
0.740857082221257,0.70598802395208,0.0348690582691775,3565.26751152789
0.729767943252843,0.689902014153502,0.0398659290993411,3616.45758804652
0.73211601103948,0.692468310132968,0.0396477009065118,3608.12467644716
0.726014407916344,0.748569095575098,-0.0225546876587537,3622.34415199698
0.72503948192592,0.700213857998279,0.0248256239276413,3637.20317865268
0.733070323505836,0.733046893226514,2.34302793227226e-05,3597.48328652905
0.735192579506129,0.74000311066178,-0.004810531155651,3584.80062185892
0.736367550377815,0.733381289369292,0.0029862610085224,3574.41958170529
0.730883884487433,0.690349171786278,0.0405347127011549,3613.83480834956
0.740332374335975,0.738941597324813,0.00139077701116186,3558.66186487044
0.726652490183978,0.736861342250542,-0.0102088520665634,3626.44936255098
0.724464177208845,0.701077066645913,0.023387110562932,3637.2496450903
0.728048119460994,0.715106151333672,0.0129419681273221,3626.65172083219
0.730116967694393,0.692343883661234,0.0377730840331585,3613.33880005128
0.727512636324495,0.708880939419849,0.0186316969046462,3617.75442915105
0.730268758189776,0.702892915467771,0.027375842722005,3607.94810159423
0.736524494254216,0.675145812271555,0.0613786819826609,3583.677878713
0.734642104715765,0.686569717707431,0.0480723870083334,3592.24403994087
0.739441307909363,0.720837545687855,0.0186037622215086,3565.77539456064
0.72512615242483,0.730181196049441,-0.00505504362461129,3636.9999057736
0.734808418375834,0.727848199704466,0.00696021867136798,3581.82073258046
0.735404805106155,0.690563029784576,0.0448417753215796,3591.83724256264
0.728144628232752,0.772179018586181,-0.0440343903534286,3615.34363810233
0.732039647302606,0.680216190994616,0.0518234563079899,3597.01925289661
0.733580039737254,0.703721129170209,0.0298589105670448,3592.21275293911
0.735460555318969,0.756843455945243,-0.0213829006262745,3592.14095768628
0.736920367614092,0.718329574616981,0.0185907929971105,3576.38509637036
0.734428942137372,0.727315498872371,0.00711344326500085,3583.26424239501
0.728207874272495,0.716618710630674,0.0115891636418207,3624.84841449362
0.730260325384476,0.729143012675941,0.00111731270853543,3609.98543903111
0.728363412681347,0.731339917567438,-0.00297650488609069,3620.85725940773
0.732744255034266,0.698829613500255,0.0339146415340111,3604.12386445658
0.73408272863092,0.681748191927826,0.0523345367030936,3601.12741395911
0.726511474939812,0.703161210047424,0.0233502648923878,3625.89976694921
0.72782792954485,0.726942219457181,0.000885710087668579,3613.42710090041
0.73563764423025,0.764503460611238,-0.0288658163809882,3581.8988956157
0.732533903390972,0.721055292013352,0.0114786113776201,3600.40016119889
0.730194268409635,0.684330041216266,0.0458642271933688,3607.62392649631
0.736899754090028,0.685982580293941,0.0509171737960873,3592.12733731492
0.731057225485249,0.714896181662643,0.0161610438226055,3610.16651649485
0.722271647831056,0.766956995100695,-0.0446853472696388,3640.37087268192
0.738423749403262,0.724733649583934,0.0136900998193284,3568.86577495412
0.73012399503214,0.725697954739853,0.00442604029228733,3608.81022071549
0.731612385167446,0.75846100007776,-0.0268486149103143,3612.60643908064
0.725982550651878,0.713259195893913,0.0127233547579646,3640.38401399079
0.729631144411322,0.708562096586034,0.021069047825289,3617.43962232959
0.739251569790131,0.709670269849892,0.0295812999402382,3567.94691291513
0.740527265836221,0.671685201026514,0.068842064809707,3561.22529772841
0.733027690990153,0.775406330196736,-0.0423786392065831,3595.33222619251
0.732045737661985,0.727533245197902,0.00451249246408258,3600.27753944245
0.727543556610594,0.753398398009159,-0.0258548413985654,3618.19844715003
0.727209055333724,0.750804883739,-0.0235958284052766,3620.21430845941
0.743027124118246,0.672906135780369,0.0701209883378772,3550.8907455274
